HMDB02054,HMDB0002054
HMDB02371,HMDB0002054
HMDB06871,HMDB0002054
HMDB00835,HMDB0000212
HMDB06554,HMDB0002061
HMDB06346,HMDB0002062
HMDB02070,HMDB0002070
HMDB00818,HMDB0000214
HMDB04984,HMDB0000214
HMDB00533,HMDB0000215
HMDB14288,HMDB0000215
HMDB60177,HMDB0002134
HMDB60083,HMDB0000220
HMDB06808,HMDB0002170
HMDB00799,HMDB0000221
HMDB06341,HMDB0000221
HMDB33591,HMDB0033591
HMDB11186,HMDB0002181
HMDB00846,HMDB0000222
HMDB02198,HMDB0002198
HMDB61145,HMDB0002199
HMDB02200,HMDB0002200
HMDB62487,HMDB0002200
HMDB12279,HMDB0000224
HMDB60151,HMDB0000224
HMDB60152,HMDB0000224
HMDB06022,HMDB0000022
HMDB04672,HMDB0002232
HMDB02250,HMDB0002250
HMDB62713,HMDB0002250
HMDB06739,HMDB0002262
HMDB02342,HMDB0002265
HMDB03520,HMDB0002266
HMDB02273,HMDB0002273
HMDB29155,HMDB0034367
HMDB34367,HMDB0034367
HMDB00800,HMDB0000230
HMDB02306,HMDB0002306
HMDB06507,HMDB0002307
HMDB02351,HMDB0002311
HMDB04676,HMDB0002311
HMDB02330,HMDB0002314
HMDB11139,HMDB0002314
HMDB04675,HMDB0002343
HMDB60125,HMDB0002356
HMDB35614,HMDB0034976
HMDB00435,HMDB0000023
HMDB02075,HMDB0000239
HMDB02498,HMDB0002498
HMDB35604,HMDB0035604
HMDB61794,HMDB0035604
HMDB03348,HMDB0002545
HMDB05078,HMDB0002710
HMDB11726,HMDB0002712
HMDB11736,HMDB0002712
HMDB01918,HMDB0000248
HMDB02752,HMDB0002752
HMDB62524,HMDB0002752
HMDB11650,HMDB0002776
HMDB06850,HMDB0002869
HMDB02878,HMDB0002878
HMDB06656,HMDB0002895
HMDB06735,HMDB0002925
HMDB02950,HMDB0002950
HMDB60150,HMDB0002991
HMDB36920,HMDB0003020
HMDB36792,HMDB0036792
HMDB61842,HMDB0036792
HMDB05074,HMDB0003080
HMDB15663,HMDB0003116
HMDB06491,HMDB0003125
HMDB03692,HMDB0003156
HMDB60082,HMDB0003229
HMDB10377,HMDB0003231
HMDB06780,HMDB0000265
HMDB05100,HMDB0003235
HMDB05070,HMDB0003252
HMDB12460,HMDB0003259
HMDB06518,HMDB0003325
HMDB03332,HMDB0003332
HMDB60880,HMDB0003338
HMDB03344,HMDB0003344
HMDB06489,HMDB0003357
HMDB06542,HMDB0003377
HMDB06545,HMDB0003377
HMDB06490,HMDB0003419
HMDB06470,HMDB0003429
HMDB06410,HMDB0003450
HMDB06473,HMDB0003458
HMDB05991,HMDB0003464
HMDB02154,HMDB0000027
HMDB06495,HMDB0003484
HMDB06494,HMDB0003501
HMDB06232,HMDB0003529
HMDB06263,HMDB0003533
HMDB06550,HMDB0003540
HMDB05997,HMDB0003550
HMDB03596,HMDB0003555
HMDB03572,HMDB0003572
HMDB14885,HMDB0003573
HMDB06337,HMDB0003585
HMDB06356,HMDB0003609
HMDB60283,HMDB0003633
HMDB60284,HMDB0003633
HMDB06315,HMDB0003647
HMDB60258,HMDB0003661
HMDB06291,HMDB0003667
HMDB06238,HMDB0003681
HMDB03764,HMDB0003764
HMDB28812,HMDB0003764
HMDB06256,HMDB0003791
HMDB06778,HMDB0003791
HMDB06233,HMDB0003848
HMDB03876,HMDB0003876
HMDB06237,HMDB0003905
HMDB03911,HMDB0003911
HMDB06527,HMDB0003935
HMDB06350,HMDB0003937
HMDB06349,HMDB0003939
HMDB12970,HMDB0003944
HMDB06533,HMDB0003945
HMDB13082,HMDB0003946
HMDB06329,HMDB0003976
HMDB13594,HMDB0004031
HMDB60174,HMDB0004045
HMDB06776,HMDB0004061
HMDB06340,HMDB0004067
HMDB02280,HMDB0000301
HMDB11109,HMDB0004112
HMDB60064,HMDB0000303
HMDB04207,HMDB0004207
HMDB28824,HMDB0004207
HMDB06520,HMDB0004220
HMDB06815,HMDB0004225
HMDB04230,HMDB0004230
HMDB05086,HMDB0004234
HMDB06501,HMDB0004244
HMDB11645,HMDB0004257
HMDB11138,HMDB0004264
HMDB04437,HMDB0004437
HMDB04472,HMDB0004472
HMDB60109,HMDB0004486
HMDB06539,HMDB0004586
HMDB11548,HMDB0004666
HMDB06939,HMDB0004667
HMDB04673,HMDB0004673
HMDB05080,HMDB0004679
HMDB04812,HMDB0004812
HMDB04933,HMDB0004833
HMDB05870,HMDB0000318
HMDB04866,HMDB0004866
HMDB04885,HMDB0004884
HMDB41759,HMDB0041759
HMDB04898,HMDB0004898
HMDB04899,HMDB0004898
HMDB04903,HMDB0004903
HMDB42123,HMDB0042123
HMDB62638,HMDB0042123
HMDB04922,HMDB0004920
HMDB06702,HMDB0004983
HMDB14463,HMDB0004995
HMDB14779,HMDB0005007
HMDB14321,HMDB0005022
HMDB06118,HMDB0000337
HMDB05050,HMDB0005050
HMDB03962,HMDB0000338
HMDB05065,HMDB0005065
HMDB62772,HMDB0005065
HMDB10218,HMDB0005087
HMDB05177,HMDB0005176
HMDB05178,HMDB0005176
HMDB05179,HMDB0005176
HMDB05180,HMDB0005176
HMDB05182,HMDB0005176
HMDB05183,HMDB0005176
HMDB05184,HMDB0005176
HMDB05185,HMDB0005176
HMDB05186,HMDB0005176
HMDB12923,HMDB0005176
HMDB05190,HMDB0005189
HMDB05194,HMDB0005193
HMDB06732,HMDB0005193
HMDB05393,HMDB0005393
HMDB02475,HMDB0000349
HMDB02534,HMDB0000350
HMDB00420,HMDB0000354
HMDB00605,HMDB0000354
HMDB02187,HMDB0000354
HMDB11385,HMDB0005779
HMDB11361,HMDB0005780
HMDB05788,HMDB0005788
HMDB05791,HMDB0005790
HMDB05812,HMDB0005812
HMDB01974,HMDB0000359
HMDB06642,HMDB0005823
HMDB06571,HMDB0005935
HMDB11647,HMDB0006024
HMDB06053,HMDB0000364
HMDB06059,HMDB0006059
HMDB06088,HMDB0006088
HMDB06111,HMDB0006111
HMDB06216,HMDB0006216
HMDB06767,HMDB0006224
HMDB06242,HMDB0006242
HMDB11642,HMDB0006245
HMDB0061369,HMDB0006248
HMDB06248,HMDB0006248
HMDB29142,HMDB0006248
HMDB61369,HMDB0006248
HMDB06292,HMDB0006292
HMDB06493,HMDB0006321
HMDB12841,HMDB0006322
HMDB13637,HMDB0006323
HMDB06330,HMDB0006330
HMDB06351,HMDB0006351
HMDB60976,HMDB0006408
HMDB06949,HMDB0006458
HMDB05075,HMDB0006465
HMDB06465,HMDB0006465
HMDB13212,HMDB0006469
HMDB01963,HMDB0000378
HMDB12083,HMDB0006482
HMDB03610,HMDB0000379
HMDB06523,HMDB0006523
HMDB12186,HMDB0006557
HMDB06623,HMDB0006587
HMDB06613,HMDB0006610
HMDB06612,HMDB0006612
HMDB06706,HMDB0006706
HMDB06750,HMDB0006750
HMDB06752,HMDB0006752
HMDB06761,HMDB0006760
HMDB00382,HMDB0006762
HMDB06762,HMDB0006762
HMDB06864,HMDB0006790
HMDB06934,HMDB0006790
HMDB02321,HMDB0000396
HMDB06952,HMDB0006798
HMDB06807,HMDB0006807
HMDB06923,HMDB0006838
HMDB00399,HMDB0000399
HMDB06841,HMDB0006841
HMDB59618,HMDB0006841
HMDB06842,HMDB0006842
HMDB06925,HMDB0006845
HMDB06945,HMDB0006853
HMDB06946,HMDB0006865
HMDB06947,HMDB0006880
HMDB06899,HMDB0006899
HMDB28687,HMDB0006899
HMDB06900,HMDB0006900
HMDB06967,HMDB0006901
HMDB06966,HMDB0006902
HMDB06964,HMDB0006903
HMDB06965,HMDB0006904
HMDB06928,HMDB0006928
HMDB11607,HMDB0006928
HMDB06938,HMDB0006938
HMDB14273,HMDB0000044
HMDB29945,HMDB0000044
HMDB00758,HMDB0000442
HMDB11597,HMDB0000442
HMDB04401,HMDB0000050
HMDB04402,HMDB0000050
HMDB04421,HMDB0000050
HMDB04862,HMDB0000448
HMDB06827,HMDB0000450
HMDB00581,HMDB0000452
HMDB05815,HMDB0000452
HMDB00472,HMDB0000472
HMDB00504,HMDB0000472
HMDB15571,HMDB0000472
HMDB01006,HMDB0000052
HMDB01515,HMDB0000489
HMDB01962,HMDB0000491
HMDB02254,HMDB0000491
HMDB03736,HMDB0000491
HMDB04750,HMDB0000491
HMDB02073,HMDB0000492
HMDB07853,HMDB0007853
HMDB07855,HMDB0007855
HMDB00519,HMDB0000513
HMDB00587,HMDB0000513
HMDB07865,HMDB0007865
HMDB03340,HMDB0000516
HMDB59724,HMDB0059724
HMDB61713,HMDB0059724
HMDB60645,HMDB0059734
HMDB11746,HMDB0000528
HMDB08034,HMDB0008034
HMDB61094,HMDB0060538
HMDB60674,HMDB0060568
HMDB60978,HMDB0060658
HMDB01332,HMDB0000536
HMDB11633,HMDB0000536
HMDB60893,HMDB0060893
HMDB60920,HMDB0060920
HMDB61112,HMDB0061112
HMDB62776,HMDB0061112
HMDB01468,HMDB0000061
HMDB02291,HMDB0000557
HMDB00804,HMDB0000564
HMDB05250,HMDB0000564
HMDB07968,HMDB0000564
HMDB01467,HMDB0000062
HMDB00591,HMDB0000580
HMDB00627,HMDB0000582
HMDB08104,HMDB0000593
HMDB00594,HMDB0000594
HMDB29562,HMDB0000594
HMDB02323,HMDB0000606
HMDB14263,HMDB0000607
HMDB00507,HMDB0000067
HMDB05192,HMDB0000610
HMDB02033,HMDB0000618
HMDB02694,HMDB0000618
HMDB01657,HMDB0000620
HMDB00615,HMDB0000068
HMDB03373,HMDB0000625
HMDB08821,HMDB0008821
HMDB08824,HMDB0008824
HMDB06277,HMDB0000629
HMDB08833,HMDB0008833
HMDB04012,HMDB0000631
HMDB06265,HMDB0000632
HMDB04013,HMDB0000637
HMDB03435,HMDB0000639
HMDB08920,HMDB0008920
HMDB08923,HMDB0008923
HMDB08925,HMDB0008925
HMDB08927,HMDB0008927
HMDB08928,HMDB0008928
HMDB08932,HMDB0008932
HMDB08933,HMDB0008933
HMDB08937,HMDB0008937
HMDB08946,HMDB0008946
HMDB08957,HMDB0008957
HMDB03359,HMDB0000645
HMDB00646,HMDB0000646
